Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1927447,-,-,-,39.76,-105.23,-7,1785,-7,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.1
Year,Month,Day,Hour,Minute,Temperature,AOD,Cloud Type,DHI,DNI,GHI,Ozone,Relative Humidity,Pressure,Wind Speed,Precipitable Water
2023,1,1,0,0,-0.2,0.016,6,0,0,0,0.263,72.26,808,0.4,1
2023,1,1,1,0,-0.4,0.016,6,0,0,0,0.263,73.46000000000001,808,0.4,1
2023,1,1,2,0,-0.30000000000000004,0.018000000000000002,6,0,0,0,0.263,74.03,808,0.5,1
2023,1,1,3,0,-0.2,0.02,6,0,0,0,0.264,74.35000000000001,808,0.6000000000000001,1
2023,1,1,4,0,-0.30000000000000004,0.02,6,0,0,0,0.265,75.22,808,0.7000000000000001,1
2023,1,1,5,0,-0.8,0.02,6,0,0,0,0.267,77.07000000000001,808,0.8,1
2023,1,1,6,0,-1.2000000000000002,0.021,6,0,0,0,0.268,77.7,808,1,0.9
2023,1,1,7,0,-1.5,0.022,6,0,0,0,0.269,77.89,809,1,0.9
2023,1,1,8,0,0.2,0.022,6,56,44,60,0.271,72.41,809,1.3,0.9
2023,1,1,9,0,2.3000000000000003,0.022,6,142,184,187,0.272,69.27,809,1.6,0.9
2023,1,1,10,0,3.8000000000000003,0.023,6,225,74,251,0.272,65.68,809,1.6,0.9
2023,1,1,11,0,4.7,0.024,6,238,28,250,0.272,63.27,808,1.6,0.9
2023,1,1,12,0,5.1000000000000005,0.024,6,260,35,276,0.272,63.17,807,1.7000000000000002,0.9
2023,1,1,13,0,5.2,0.024,6,277,100,321,0.272,64.5,807,1.9000000000000001,1
2023,1,1,14,0,4.800000000000001,0.023,6,230,51,249,0.274,67.25,807,2,1
2023,1,1,15,0,3.5,0.024,6,84,2,85,0.276,73.4,808,1.6,1.1
2023,1,1,16,0,1.5,0.028,6,26,0,26,0.278,78.64,808,1.4000000000000001,1.2000000000000002
2023,1,1,17,0,0.30000000000000004,0.033,6,0,0,0,0.28,80.79,808,1.3,1.2000000000000002
2023,1,1,18,0,-0.6000000000000001,0.035,6,0,0,0,0.28200000000000003,82.17,808,0.9,1.2000000000000002
2023,1,1,19,0,-1.1,0.034,6,0,0,0,0.28500000000000003,81.32000000000001,808,1,1.2000000000000002
2023,1,1,20,0,-1.4000000000000001,0.039,6,0,0,0,0.28700000000000003,80.43,808,0.9,1.2000000000000002
2023,1,1,21,0,-1.4000000000000001,0.041,6,0,0,0,0.29,79.62,808,0.8,1.2000000000000002
2023,1,1,22,0,-1.4000000000000001,0.036000000000000004,6,0,0,0,0.292,79.3,807,0.7000000000000001,1.2000000000000002
2023,1,1,23,0,-1.6,0.041,6,0,0,0,0.293,79.59,807,0.7000000000000001,1.1
2023,1,2,0,0,-2.1,0.044,6,0,0,0,0.294,80.05,807,0.7000000000000001,1.1
2023,1,2,1,0,-2.5,0.038,6,0,0,0,0.295,79.29,806,0.6000000000000001,1.1
2023,1,2,2,0,-2.8000000000000003,0.038,6,0,0,0,0.299,79.22,806,0.5,1
2023,1,2,3,0,-3.5,0.035,6,0,0,0,0.304,80.63,806,0.7000000000000001,0.9
2023,1,2,4,0,-4.2,0.031,3,0,0,0,0.309,82.27,805,0.8,0.8
2023,1,2,5,0,-4.800000000000001,0.031,3,0,0,0,0.313,83.55,805,0.9,0.8
2023,1,2,6,0,-4.9,0.033,6,0,0,0,0.316,83.04,805,0.9,0.7000000000000001
2023,1,2,7,0,-4.800000000000001,0.033,6,0,0,0,0.316,81.73,805,1,0.7000000000000001
2023,1,2,8,0,-3.7,0.039,6,30,0,30,0.316,77.3,805,1.2000000000000002,0.7000000000000001
2023,1,2,9,0,-1.8,0.046,3,81,0,81,0.316,73.75,806,1.5,0.7000000000000001
2023,1,2,10,0,-0.8,0.046,3,143,0,143,0.317,71.13,806,1.3,0.7000000000000001
2023,1,2,11,0,-0.4,0.048,3,186,0,187,0.319,68.41,805,1.5,0.7000000000000001
2023,1,2,12,0,-0.1,0.049,3,200,0,200,0.322,65.78,803,1.6,0.7000000000000001
2023,1,2,13,0,0,0.049,6,172,3,174,0.323,64.35,803,1.7000000000000002,0.7000000000000001
2023,1,2,14,0,-0.4,0.054,6,119,1,119,0.323,65.89,803,2,0.7000000000000001
2023,1,2,15,0,-1.4000000000000001,0.06,6,67,0,67,0.322,69.88,803,2.1,0.7000000000000001
2023,1,2,16,0,-3.1,0.065,6,29,0,29,0.322,73.25,804,1.9000000000000001,0.7000000000000001
2023,1,2,17,0,-4.5,0.076,6,0,0,0,0.322,76.31,804,1.8,0.7000000000000001
2023,1,2,18,0,-4.9,0.083,6,0,0,0,0.322,77.10000000000001,805,1.9000000000000001,0.7000000000000001
2023,1,2,19,0,-5.1000000000000005,0.078,6,0,0,0,0.322,77.22,805,2,0.7000000000000001
2023,1,2,20,0,-5.1000000000000005,0.073,3,0,0,0,0.321,76.32000000000001,805,2,0.6000000000000001
2023,1,2,21,0,-5.2,0.066,3,0,0,0,0.321,74.7,805,1.8,0.6000000000000001
2023,1,2,22,0,-6,0.058,6,0,0,0,0.32,74.61,805,1.7000000000000002,0.6000000000000001
2023,1,2,23,0,-7.1000000000000005,0.054,6,0,0,0,0.319,75.37,805,1.7000000000000002,0.6000000000000001
2023,1,3,0,0,-7.7,0.049,6,0,0,0,0.317,73.91,805,1.6,0.5
2023,1,3,1,0,-7.9,0.043000000000000003,6,0,0,0,0.316,71.56,806,1.5,0.5
2023,1,3,2,0,-8,0.039,6,0,0,0,0.316,69.67,806,1.2000000000000002,0.5
2023,1,3,3,0,-8.4,0.035,6,0,0,0,0.315,69.26,806,1,0.5
2023,1,3,4,0,-8.4,0.033,6,0,0,0,0.314,67.51,805,1.1,0.5
2023,1,3,5,0,-8.3,0.033,6,0,0,0,0.313,65.92,806,1.1,0.5
2023,1,3,6,0,-8.4,0.032,6,0,0,0,0.313,64.54,806,0.9,0.5
2023,1,3,7,0,-8.3,0.031,6,0,0,0,0.313,62.28,806,0.7000000000000001,0.5
2023,1,3,8,0,-6.7,0.03,6,53,11,54,0.312,58.42,806,0.7000000000000001,0.5
2023,1,3,9,0,-4,0.029,3,160,14,163,0.31,56.09,806,1.2000000000000002,0.5
2023,1,3,10,0,-2.1,0.027,3,261,36,273,0.308,53.56,806,1.7000000000000002,0.5
2023,1,3,11,0,-0.7000000000000001,0.026000000000000002,3,331,59,356,0.305,52.24,806,1.9000000000000001,0.5
2023,1,3,12,0,0.30000000000000004,0.024,3,354,56,380,0.302,51.07,806,2,0.5
2023,1,3,13,0,0.7000000000000001,0.024,3,285,10,290,0.3,50.92,805,1.9000000000000001,0.5
2023,1,3,14,0,0.7000000000000001,0.024,3,154,0,154,0.299,52.09,806,1.7000000000000002,0.5
2023,1,3,15,0,-0.4,0.024,3,80,0,80,0.299,56.17,806,1.2000000000000002,0.5
2023,1,3,16,0,-3.1,0.024,3,27,0,27,0.299,60.22,807,0.7000000000000001,0.5
2023,1,3,17,0,-4.800000000000001,0.025,3,0,0,0,0.3,61.9,807,0.8,0.5
2023,1,3,18,0,-5.4,0.025,3,0,0,0,0.3,62.050000000000004,808,1.3,0.5
2023,1,3,19,0,-5.7,0.025,3,0,0,0,0.302,61.19,808,1.7000000000000002,0.4
2023,1,3,20,0,-5.9,0.024,3,0,0,0,0.303,60.08,808,1.8,0.4
2023,1,3,21,0,-6.1000000000000005,0.022,3,0,0,0,0.305,58.980000000000004,808,2,0.4
2023,1,3,22,0,-6.4,0.02,3,0,0,0,0.307,58.120000000000005,808,2.3000000000000003,0.4
2023,1,3,23,0,-6.7,0.02,3,0,0,0,0.309,57.44,808,2.5,0.4
2023,1,4,0,0,-7,0.02,3,0,0,0,0.311,57.24,808,2.8000000000000003,0.4
2023,1,4,1,0,-7.1000000000000005,0.019,3,0,0,0,0.313,57.13,808,3,0.4
2023,1,4,2,0,-7,0.02,3,0,0,0,0.314,57,809,2.9000000000000004,0.4
2023,1,4,3,0,-6.800000000000001,0.02,3,0,0,0,0.314,56.08,809,2.7,0.4
2023,1,4,4,0,-6.800000000000001,0.02,6,0,0,0,0.314,56.160000000000004,809,2.4000000000000004,0.4
2023,1,4,5,0,-6.800000000000001,0.019,6,0,0,0,0.315,56.34,810,2.3000000000000003,0.30000000000000004
2023,1,4,6,0,-6.5,0.019,6,0,0,0,0.316,55.19,811,2.1,0.30000000000000004
2023,1,4,7,0,-6.4,0.018000000000000002,3,0,0,0,0.318,54.08,811,1.9000000000000001,0.30000000000000004
2023,1,4,8,0,-5.300000000000001,0.016,3,53,5,53,0.321,52.08,812,2.1,0.30000000000000004
2023,1,4,9,0,-3.7,0.014,3,142,238,200,0.324,48.07,812,4.2,0.30000000000000004
2023,1,4,10,0,-2.3000000000000003,0.012,3,50,953,391,0.327,45.12,813,4.800000000000001,0.30000000000000004
2023,1,4,11,0,-1.3,0.012,0,55,996,487,0.33,43.7,813,4.800000000000001,0.30000000000000004
2023,1,4,12,0,-0.6000000000000001,0.011,0,56,1011,524,0.334,43.12,813,4.6000000000000005,0.30000000000000004
2023,1,4,13,0,-0.5,0.011,0,54,1002,499,0.338,43.99,813,4.3,0.30000000000000004
2023,1,4,14,0,-0.8,0.011,0,50,965,414,0.341,45.19,813,4.1000000000000005,0.30000000000000004
2023,1,4,15,0,-1.9000000000000001,0.011,0,41,883,278,0.341,48.97,814,3.4000000000000004,0.30000000000000004
2023,1,4,16,0,-4.3,0.01,0,26,707,115,0.338,51.72,814,2.6,0.2
2023,1,4,17,0,-6,0.01,0,0,0,0,0.332,51.81,814,2.3000000000000003,0.2
2023,1,4,18,0,-6.7,0.01,6,0,0,0,0.325,51.53,815,2.1,0.2
2023,1,4,19,0,-7.4,0.01,6,0,0,0,0.319,52,815,1.8,0.2
2023,1,4,20,0,-8,0.01,6,0,0,0,0.313,52.9,816,1.7000000000000002,0.2
2023,1,4,21,0,-8.3,0.01,0,0,0,0,0.307,53.58,816,1.8,0.2
2023,1,4,22,0,-8.5,0.01,0,0,0,0,0.303,54.06,816,2,0.2
2023,1,4,23,0,-8.5,0.01,0,0,0,0,0.302,53.78,816,2.3000000000000003,0.2
2023,1,5,0,0,-8.5,0.01,0,0,0,0,0.3,53.620000000000005,816,2.4000000000000004,0.2
2023,1,5,1,0,-8.4,0.01,0,0,0,0,0.298,53.46,816,2.6,0.2
2023,1,5,2,0,-8.1,0.01,0,0,0,0,0.297,53.050000000000004,816,2.5,0.30000000000000004
2023,1,5,3,0,-7.800000000000001,0.011,0,0,0,0,0.296,53.75,816,2.3000000000000003,0.4
2023,1,5,4,0,-7.300000000000001,0.012,0,0,0,0,0.296,54.800000000000004,816,2.2,0.5
2023,1,5,5,0,-6.7,0.016,0,0,0,0,0.297,55.81,816,1.9000000000000001,0.6000000000000001
2023,1,5,6,0,-6,0.022,6,0,0,0,0.297,56.620000000000005,816,1.7000000000000002,0.8
2023,1,5,7,0,-4.800000000000001,0.028,6,0,0,0,0.295,57.53,816,1.6,0.9
2023,1,5,8,0,-2,0.031,6,45,3,45,0.294,57.85,816,1.6,0.9
2023,1,5,9,0,0.9,0.032,6,136,22,141,0.295,55.730000000000004,816,1.9000000000000001,0.9
2023,1,5,10,0,2.7,0.03,6,234,57,255,0.295,55.84,816,1.7000000000000002,0.8
2023,1,5,11,0,4.1000000000000005,0.027,6,282,222,378,0.295,55.81,815,1.4000000000000001,0.7000000000000001
2023,1,5,12,0,5.300000000000001,0.025,6,240,426,438,0.296,53.74,814,1.1,0.7000000000000001
2023,1,5,13,0,5.9,0.025,6,216,471,425,0.296,52.59,814,0.8,0.6000000000000001
2023,1,5,14,0,5.4,0.024,6,185,432,349,0.297,57.230000000000004,814,0.6000000000000001,0.6000000000000001
2023,1,5,15,0,3.7,0.023,6,143,315,229,0.297,63.65,814,0.5,0.6000000000000001
2023,1,5,16,0,1.2000000000000002,0.021,6,78,94,90,0.297,63.39,814,0.6000000000000001,0.6000000000000001
2023,1,5,17,0,-0.8,0.02,6,0,0,0,0.297,64.4,814,0.7000000000000001,0.5
2023,1,5,18,0,-2.1,0.02,6,0,0,0,0.299,65.87,814,1.1,0.5
2023,1,5,19,0,-2.4000000000000004,0.02,6,0,0,0,0.301,64.59,814,1.8,0.4
2023,1,5,20,0,-2.7,0.019,6,0,0,0,0.304,63.21,814,2.4000000000000004,0.4
2023,1,5,21,0,-2.8000000000000003,0.02,6,0,0,0,0.307,60.53,813,2.7,0.4
2023,1,5,22,0,-2.7,0.02,6,0,0,0,0.309,57.69,813,2.8000000000000003,0.4
2023,1,5,23,0,-2.6,0.02,6,0,0,0,0.312,56.01,813,2.6,0.4
2023,1,6,0,0,-2.7,0.018000000000000002,6,0,0,0,0.315,56.11,812,2.5,0.5
2023,1,6,1,0,-3.1,0.016,6,0,0,0,0.317,57.42,812,2.5,0.5
2023,1,6,2,0,-3.5,0.014,6,0,0,0,0.318,58.99,811,2.4000000000000004,0.6000000000000001
2023,1,6,3,0,-3.6,0.014,6,0,0,0,0.317,60.07,811,2,0.6000000000000001
2023,1,6,4,0,-3.8000000000000003,0.014,3,0,0,0,0.316,60.980000000000004,811,1.6,0.6000000000000001
2023,1,6,5,0,-3.7,0.015,3,0,0,0,0.315,61.050000000000004,811,1.4000000000000001,0.7000000000000001
2023,1,6,6,0,-3.7,0.017,3,0,0,0,0.315,61.56,812,1.3,0.7000000000000001
2023,1,6,7,0,-3.5,0.02,3,0,0,0,0.316,61.49,812,1.2000000000000002,0.8
2023,1,6,8,0,-1.2000000000000002,0.026000000000000002,3,21,0,21,0.316,61.59,812,1,0.8
2023,1,6,9,0,0.8,0.029,3,70,0,70,0.317,62.57,813,1.3,0.8
2023,1,6,10,0,2,0.029,3,116,0,116,0.318,64.11,813,1.4000000000000001,0.8
2023,1,6,11,0,2.6,0.03,3,146,0,146,0.318,65.75,813,1.2000000000000002,0.8
2023,1,6,12,0,3.1,0.031,3,157,0,157,0.319,64.68,813,1.1,0.8
2023,1,6,13,0,3.5,0.027,3,145,0,145,0.319,62.96,813,0.8,0.7000000000000001
2023,1,6,14,0,3.5,0.03,3,102,0,102,0.319,64.29,813,0.5,0.7000000000000001
2023,1,6,15,0,2.6,0.031,6,50,0,50,0.318,66.61,813,0.4,0.7000000000000001
2023,1,6,16,0,1.3,0.035,6,22,0,22,0.316,68.35000000000001,814,0.4,0.8
2023,1,6,17,0,0.4,0.039,6,0,0,0,0.314,70.69,815,0.6000000000000001,0.8
2023,1,6,18,0,-0.1,0.04,6,0,0,0,0.311,72.5,816,0.6000000000000001,0.8
2023,1,6,19,0,-0.5,0.035,6,0,0,0,0.309,73.37,817,0.7000000000000001,0.7000000000000001
2023,1,6,20,0,-0.6000000000000001,0.03,6,0,0,0,0.307,72.24,817,0.7000000000000001,0.7000000000000001
2023,1,6,21,0,-0.8,0.027,6,0,0,0,0.305,71.51,817,0.7000000000000001,0.7000000000000001
2023,1,6,22,0,-1.1,0.025,6,0,0,0,0.304,71.35000000000001,818,0.7000000000000001,0.7000000000000001
2023,1,6,23,0,-1.3,0.024,6,0,0,0,0.304,70.85000000000001,818,0.8,0.7000000000000001
2023,1,7,0,0,-1.4000000000000001,0.025,6,0,0,0,0.303,70.16,818,0.7000000000000001,0.7000000000000001
2023,1,7,1,0,-1.6,0.024,6,0,0,0,0.303,69.49,818,0.6000000000000001,0.7000000000000001
2023,1,7,2,0,-1.9000000000000001,0.025,6,0,0,0,0.303,68.78,818,0.7000000000000001,0.7000000000000001
2023,1,7,3,0,-2.5,0.025,6,0,0,0,0.303,68.51,818,0.8,0.7000000000000001
2023,1,7,4,0,-3.4000000000000004,0.024,6,0,0,0,0.304,67.9,819,0.9,0.7000000000000001
2023,1,7,5,0,-4.2,0.024,6,0,0,0,0.305,66.06,819,1.1,0.7000000000000001
2023,1,7,6,0,-4.6000000000000005,0.024,6,0,0,0,0.305,63.82,819,1.3,0.7000000000000001
2023,1,7,7,0,-4.7,0.023,6,0,0,0,0.303,61.980000000000004,820,1.5,0.7000000000000001
2023,1,7,8,0,-2.2,0.02,6,55,116,66,0.303,59.17,820,2,0.6000000000000001
2023,1,7,9,0,0.9,0.019,6,103,461,215,0.303,55.83,821,2.4000000000000004,0.6000000000000001
2023,1,7,10,0,3.2,0.017,3,214,291,319,0.303,53.29,821,1.9000000000000001,0.6000000000000001
2023,1,7,11,0,4.5,0.014,3,316,46,336,0.303,49.9,821,1.5,0.6000000000000001
2023,1,7,12,0,5.300000000000001,0.013000000000000001,3,321,31,335,0.303,47.01,820,1.3,0.6000000000000001
2023,1,7,13,0,5.6000000000000005,0.012,6,295,112,346,0.303,45.51,819,1,0.6000000000000001
2023,1,7,14,0,5.300000000000001,0.011,6,238,220,322,0.303,47.160000000000004,819,0.8,0.5
2023,1,7,15,0,3.7,0.01,6,114,472,244,0.302,58.26,819,0.30000000000000004,0.5
2023,1,7,16,0,1,0.01,0,27,680,118,0.302,57.15,819,0.4,0.5
2023,1,7,17,0,-1.2000000000000002,0.01,0,0,0,0,0.302,60.08,820,0.8,0.4
2023,1,7,18,0,-2.5,0.01,0,0,0,0,0.302,63.54,820,1.2000000000000002,0.4
2023,1,7,19,0,-3.2,0.01,0,0,0,0,0.301,64.16,820,1.7000000000000002,0.30000000000000004
2023,1,7,20,0,-3.7,0.01,0,0,0,0,0.299,63.13,820,2.3000000000000003,0.30000000000000004
2023,1,7,21,0,-4.4,0.01,0,0,0,0,0.296,61.14,820,2.7,0.2
2023,1,7,22,0,-5,0.01,0,0,0,0,0.294,57.34,820,3,0.2
2023,1,7,23,0,-5.300000000000001,0.01,0,0,0,0,0.292,53.14,820,3.1,0.2
2023,1,8,0,0,-5.4,0.01,0,0,0,0,0.291,49.96,819,3.1,0.2
2023,1,8,1,0,-5.2,0.012,6,0,0,0,0.29,47.11,819,3.1,0.2
2023,1,8,2,0,-4.9,0.014,6,0,0,0,0.28700000000000003,44.58,819,3,0.2
2023,1,8,3,0,-4.4,0.017,6,0,0,0,0.28300000000000003,43.43,819,2.9000000000000004,0.2
2023,1,8,4,0,-3.8000000000000003,0.019,6,0,0,0,0.28,44.25,818,3,0.30000000000000004
2023,1,8,5,0,-3.2,0.019,6,0,0,0,0.28,45.92,818,2.9000000000000004,0.30000000000000004
2023,1,8,6,0,-3.4000000000000004,0.017,6,0,0,0,0.281,47.32,818,2.9000000000000004,0.4
2023,1,8,7,0,-3.4000000000000004,0.017,6,0,0,0,0.28,47.13,818,3,0.5
2023,1,8,8,0,-0.8,0.018000000000000002,6,56,21,58,0.279,44.300000000000004,818,3.2,0.5
2023,1,8,9,0,2.1,0.019,6,154,146,190,0.277,43.15,818,3.1,0.5
2023,1,8,10,0,4.5,0.019,6,190,391,332,0.276,42.36,817,2.6,0.5
2023,1,8,11,0,6.800000000000001,0.019,6,186,549,428,0.275,36.68,817,2.4000000000000004,0.5
2023,1,8,12,0,8.1,0.021,6,241,446,450,0.273,34.160000000000004,816,2,0.5
2023,1,8,13,0,7.9,0.023,6,281,280,408,0.271,38.78,816,1.5,0.5
2023,1,8,14,0,6.7,0.024,6,250,189,323,0.27,45.64,815,0.9,0.5
2023,1,8,15,0,4.9,0.023,6,174,169,221,0.271,49.57,815,0.8,0.5
2023,1,8,16,0,2.7,0.023,6,84,68,93,0.272,48.370000000000005,815,0.8,0.6000000000000001
2023,1,8,17,0,1.3,0.023,6,0,0,0,0.275,49.27,816,1,0.6000000000000001
2023,1,8,18,0,0,0.022,6,0,0,0,0.278,53.04,816,1.4000000000000001,0.6000000000000001
2023,1,8,19,0,-1.1,0.022,6,0,0,0,0.28200000000000003,56.34,816,2.1,0.6000000000000001
2023,1,8,20,0,-1.4000000000000001,0.021,6,0,0,0,0.289,55.7,816,2.7,0.6000000000000001
2023,1,8,21,0,-1.4000000000000001,0.021,6,0,0,0,0.294,53.550000000000004,816,3.2,0.6000000000000001
2023,1,8,22,0,-1.5,0.02,6,0,0,0,0.296,52.2,816,3.4000000000000004,0.6000000000000001
2023,1,8,23,0,-1.6,0.017,6,0,0,0,0.294,52.1,816,3.4000000000000004,0.6000000000000001
2023,1,9,0,0,-1.5,0.015,6,0,0,0,0.291,52.77,815,3.6,0.6000000000000001
2023,1,9,1,0,-1.3,0.013000000000000001,6,0,0,0,0.292,53.86,815,4.1000000000000005,0.5
2023,1,9,2,0,-1.2000000000000002,0.012,6,0,0,0,0.294,55.36,815,4.3,0.4
2023,1,9,3,0,-1.5,0.01,0,0,0,0,0.294,56.83,815,4.1000000000000005,0.30000000000000004
2023,1,9,4,0,-1.9000000000000001,0.01,0,0,0,0,0.291,57.39,815,3.8000000000000003,0.30000000000000004
2023,1,9,5,0,-2.3000000000000003,0.01,0,0,0,0,0.289,57.410000000000004,815,3.5,0.30000000000000004
2023,1,9,6,0,-2.4000000000000004,0.01,0,0,0,0,0.28700000000000003,57.06,816,3.5,0.30000000000000004
2023,1,9,7,0,-2,0.01,0,0,0,0,0.28400000000000003,56.660000000000004,815,3.4000000000000004,0.30000000000000004
2023,1,9,8,0,0.6000000000000001,0.01,6,22,611,81,0.28200000000000003,53.45,815,3.7,0.4
2023,1,9,9,0,3.5,0.01,6,37,854,247,0.28400000000000003,49.97,815,3.5,0.4
2023,1,9,10,0,6.2,0.012,6,49,946,393,0.28500000000000003,45.230000000000004,815,3.4000000000000004,0.4
2023,1,9,11,0,7.800000000000001,0.014,6,190,524,422,0.28600000000000003,40.730000000000004,815,3.1,0.5
2023,1,9,12,0,8,0.016,6,307,157,381,0.28600000000000003,41.81,814,2.2,0.6000000000000001
2023,1,9,13,0,6.9,0.016,6,283,80,320,0.28600000000000003,48.47,814,1.4000000000000001,0.8
2023,1,9,14,0,5.800000000000001,0.018000000000000002,6,222,43,239,0.28600000000000003,53.99,814,1,0.9
2023,1,9,15,0,4.7,0.017,6,148,26,156,0.28400000000000003,56.38,814,1,1
2023,1,9,16,0,3,0.015,6,82,48,89,0.28400000000000003,57.5,813,1.1,0.9
2023,1,9,17,0,2.1,0.016,6,0,0,0,0.28500000000000003,56.68,813,1.2000000000000002,0.9
2023,1,9,18,0,1.9000000000000001,0.017,6,0,0,0,0.28400000000000003,56.49,813,1.3,0.9
2023,1,9,19,0,2,0.018000000000000002,6,0,0,0,0.28400000000000003,56.43,813,1.3,0.9
2023,1,9,20,0,1.7000000000000002,0.017,6,0,0,0,0.28500000000000003,57.65,812,1.4000000000000001,0.9
2023,1,9,21,0,1.2000000000000002,0.018000000000000002,6,0,0,0,0.28600000000000003,59.230000000000004,812,1.5,0.9
2023,1,9,22,0,1,0.018000000000000002,6,0,0,0,0.28800000000000003,60.15,812,1.7000000000000002,1
2023,1,9,23,0,1.5,0.017,6,0,0,0,0.29,59.95,811,1.7000000000000002,1
2023,1,10,0,0,1.9000000000000001,0.014,6,0,0,0,0.29,60.230000000000004,811,1.6,1.1
2023,1,10,1,0,1.6,0.013000000000000001,6,0,0,0,0.29,61.4,810,1.3,1
2023,1,10,2,0,1.5,0.015,6,0,0,0,0.291,61.95,810,1.2000000000000002,1
2023,1,10,3,0,1.2000000000000002,0.016,6,0,0,0,0.293,63.76,810,1.2000000000000002,0.9
2023,1,10,4,0,0.8,0.018000000000000002,6,0,0,0,0.294,65.52,809,1.3,0.9
2023,1,10,5,0,0.5,0.018000000000000002,6,0,0,0,0.293,66.56,809,1.4000000000000001,0.8
2023,1,10,6,0,0.30000000000000004,0.017,6,0,0,0,0.29,66.98,809,1.6,0.8
2023,1,10,7,0,0.5,0.015,6,0,0,0,0.289,66.08,809,1.7000000000000002,0.8
2023,1,10,8,0,3.2,0.013000000000000001,6,23,565,78,0.289,60.02,809,1.9000000000000001,0.8
2023,1,10,9,0,6,0.011,6,38,813,239,0.29,54.59,809,2.7,0.9
2023,1,10,10,0,7.9,0.012,6,178,390,321,0.292,49.14,809,4.4,0.9
2023,1,10,11,0,9,0.013000000000000001,6,271,78,306,0.295,45.69,809,5.4,0.8
2023,1,10,12,0,9.4,0.011,6,300,104,349,0.298,44.32,809,5.5,0.6000000000000001
2023,1,10,13,0,9.5,0.01,0,51,991,504,0.299,43.02,809,5.4,0.5
2023,1,10,14,0,8.8,0.011,3,264,29,276,0.298,44.35,809,4.9,0.5
2023,1,10,15,0,6.800000000000001,0.011,3,192,75,213,0.298,51.870000000000005,809,4,0.5
2023,1,10,16,0,3.8000000000000003,0.011,3,46,0,46,0.299,62.17,810,3.2,0.6000000000000001
2023,1,10,17,0,2.5,0.011,0,0,0,0,0.301,66.39,810,3.1,0.6000000000000001
2023,1,10,18,0,2.1,0.012,6,0,0,0,0.304,66.7,810,2.9000000000000004,0.6000000000000001
2023,1,10,19,0,2,0.013000000000000001,6,0,0,0,0.306,65.08,810,2.7,0.6000000000000001
2023,1,10,20,0,1.6,0.014,6,0,0,0,0.312,64.68,809,2.3000000000000003,0.5
2023,1,10,21,0,0.9,0.014,6,0,0,0,0.319,65.59,809,1.6,0.5
2023,1,10,22,0,0.5,0.014,6,0,0,0,0.327,65.55,809,1.3,0.5
2023,1,10,23,0,0.7000000000000001,0.014,6,0,0,0,0.333,63.26,808,1.1,0.5
2023,1,11,0,0,1,0.016,6,0,0,0,0.335,60.54,808,0.9,0.6000000000000001
2023,1,11,1,0,1.1,0.018000000000000002,6,0,0,0,0.336,58.71,807,0.9,0.6000000000000001
2023,1,11,2,0,0.4,0.02,6,0,0,0,0.339,59.57,807,0.9,0.7000000000000001
2023,1,11,3,0,-0.5,0.022,6,0,0,0,0.343,61.68,806,1.1,0.7000000000000001
2023,1,11,4,0,-1.2000000000000002,0.025,6,0,0,0,0.34800000000000003,64.77,806,1.4000000000000001,0.7000000000000001
2023,1,11,5,0,-1.1,0.028,6,0,0,0,0.353,65.84,805,2,0.7000000000000001
2023,1,11,6,0,-0.8,0.03,6,0,0,0,0.358,66.26,806,2.6,0.7000000000000001
2023,1,11,7,0,-0.9,0.03,6,0,0,0,0.363,66.97,806,2.6,0.7000000000000001
2023,1,11,8,0,-0.4,0.03,6,21,0,21,0.366,64.42,806,2.5,0.6000000000000001
2023,1,11,9,0,0.2,0.032,6,54,0,54,0.367,62.17,806,2.5,0.6000000000000001
2023,1,11,10,0,0.7000000000000001,0.033,6,123,2,124,0.366,58.620000000000005,807,3.4000000000000004,0.6000000000000001
2023,1,11,11,0,1.1,0.031,6,194,7,197,0.364,55.04,807,4.2,0.6000000000000001
2023,1,11,12,0,1.3,0.031,6,243,16,250,0.362,54.35,808,4.2,0.6000000000000001
2023,1,11,13,0,1.3,0.032,6,243,21,252,0.361,55.46,809,3.9000000000000004,0.6000000000000001
2023,1,11,14,0,1,0.036000000000000004,6,142,3,143,0.36,58.14,810,3.4000000000000004,0.6000000000000001
